Clearing,Globex,Floor,ClearPort,Product Name,Product Group,Subgroup,Category,Sub-Category,Cleared As,Exchange,Volume,Open Interest
GVF,GVF,GVF,GVF,Gold Volatility Index (VIX) Futures,Metals,Precious,-,-,Futures,COMEX,0,0
MH,MH,MH,MH,Los Angeles CARBOB Gasoline (OPIS) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
NV,NV,NV,NV,Kern River Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
OI,OI,OI,OI,NGPL TexOk Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
OX,OX,OX,OX,NGPL TexOk Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
P1,P1,P1,P1,Polypropylene Futures,Energy,Petrochemicals,Resin,Physical,Futures,NYMEX,0,0
PB,PBN,PB,PB,Malin Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
L02,L02,L02,-,Gold Short-Term Options D02,Metals,Precious,-,-,Options,COMEX,0,0
L05,L05,L05,-,Gold Short-Term Options D05,Metals,Precious,-,-,Options,COMEX,0,0
L06,L06,L06,-,Gold Short-Term Options D06,Metals,Precious,-,-,Options,COMEX,0,0
L07,L07,L07,-,Gold Short-Term Options D07,Metals,Precious,-,-,Options,COMEX,0,0
L08,L08,L08,-,Gold Short-Term Options D08,Metals,Precious,-,-,Options,COMEX,0,0
L10,L10,L10,-,Gold Short-Term Options D10,Metals,Precious,-,-,Options,COMEX,0,0
L11,L11,L11,-,Gold Short-Term Options D11,Metals,Precious,-,-,Options,COMEX,0,0
L12,L12,L12,-,Gold Short-Term Options D12,Metals,Precious,-,-,Options,COMEX,0,0
L13,L13,L13,-,Gold Short-Term Options D13,Metals,Precious,-,-,Options,COMEX,0,0
L14,L14,L14,-,Gold Short-Term Options D14,Metals,Precious,-,-,Options,COMEX,0,0
L16,L16,L16,-,Gold Short-Term Options D16,Metals,Precious,-,-,Options,COMEX,0,0
L18,L18,L18,-,Gold Short-Term Options D18,Metals,Precious,-,-,Options,COMEX,0,0
L19,L19,L19,-,Gold Short-Term Options D19,Metals,Precious,-,-,Options,COMEX,0,0
L21,L21,L21,-,Gold Short-Term Options D21,Metals,Precious,-,-,Options,COMEX,0,0
L22,L22,L22,-,Gold Short-Term Options D22,Metals,Precious,-,-,Options,COMEX,0,0
L24,L24,L24,-,Gold Short-Term Options D24,Metals,Precious,-,-,Options,COMEX,0,0
L26,L26,L26,-,Gold Short-Term Options D26,Metals,Precious,-,-,Options,COMEX,0,0
L27,L27,L27,-,Gold Short-Term Options D27,Metals,Precious,-,-,Options,COMEX,0,0
L28,L28,L28,-,Gold Short-Term Options D28,Metals,Precious,-,-,Options,COMEX,0,0
L29,L29,L29,-,Gold Short-Term Options D29,Metals,Precious,-,-,Options,COMEX,0,0
C01,C01,C01,C01,Crude Oil Short-Term Options D01,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C02,C02,C02,C02,Crude Oil Short-Term Options D02,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C03,C03,C03,C03,Crude Oil Short-Term Options D03,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C05,C05,C05,C05,Crude Oil Short-Term Options D05,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C06,C06,C06,C06,Crude Oil Short-Term Options D06,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C07,C07,C07,C07,Crude Oil Short-Term Options D07,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C08,C08,C08,C08,Crude Oil Short-Term Options D08,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C09,C09,C09,C09,Crude Oil Short-Term Options D09,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C11,C11,C11,C11,Crude Oil Short-Term Options D11,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C14,C14,C14,C14,Crude Oil Short-Term Options D14,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C15,C15,C15,C15,Crude Oil Short-Term Options D15,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C16,C16,C16,C16,Crude Oil Short-Term Options D16,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
8C,A8C,8C,8C,Mont Belvieu Ethane (OPIS) BALMO Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,0,0
C7,C7,C7,C7,"OneOk, Oklahoma Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
DI,DI,DI,DI,Demarc Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
E2,AE2,E2,E2,National Balancing Point (NBP) Henry Hub Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
DN1,DN1,DN1,-,NASDAQ 100 Weekly Options Wk 1,Equities,US Index,-,-,Options,CME,0,0
DN2,DN2,DN2,-,NASDAQ 100 Weekly Options Wk 2,Equities,US Index,-,-,Options,CME,0,0
DN4,DN4,DN4,-,NASDAQ 100 Weekly Options Wk 4,Equities,US Index,-,-,Options,CME,0,0
DN5,DN5,DN5,-,NASDAQ 100 Weekly Options Wk 5,Equities,US Index,-,-,Options,CME,0,0
QN5,QN5,QN5,-,E-Mini NASDAQ 100 Weekly Options Wk 5,Equities,US Index,-,-,Options,CME,0,0
EUL,EUL,EUL,EUL,Daily European Union Allowance (EUA) Futures,Energy,Emissions,-,EU ETS,Futures,NYMEX,0,0
TWO,T2,TWO,-,2-Year On-The-Run Treasury Yield Futures,Interest Rate,US Treasury,-,-,Futures,CBT,0,0
FIV,T5,FIV,-,5-Year On-The-Run Treasury Yield Futures,Interest Rate,US Treasury,-,-,Futures,CBT,0,0
TEN,TN,TEN,-,10-Year On-The-Run Treasury Yield Futures,Interest Rate,US Treasury,-,-,Futures,CBT,0,0
16E,16E,-,16E,Euro FX 1-month Realized Volatility Futures,FX,Realized Fx Volatilities,-,-,Futures,CME,0,0
36E,36E,-,36E,Euro FX 3-month Realized Volatility Futures,FX,Realized Fx Volatilities,-,-,Futures,CME,0,0
PK,APK,PK,PK,"Houston Ship Channel Natural Gas (Platts IFERC) ""Pipe"" Option",Energy,Natural Gas,-,Outrights,Options,NYMEX,0,0
PX,PX,PX,PX,NGPL Mid-Con Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
Q2,Q2,Q2,Q2,TETCO STX Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
Q9,Q9,Q9,Q9,"Florida Gas, Zone 3 Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
FCN,FCN,FCN,FCN,Daily European 1% Fuel Oil Cargoes FOB NWE (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
CSZ,CSA,CSZ,CSZ,CAISO SP15 EZ Gen Hub 5 MW Peak Calendar-Month Day-Ahead LMP Option,Energy,Electricity,Western Power,Monthly Peak,Options,NYMEX,0,0
FOR,FOR,FOR,FOR,Daily European 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
L31,L31,L31,-,Gold Short-Term Options D31,Metals,Precious,-,-,Options,COMEX,0,0
C23,C23,C23,C23,Crude Oil Short-Term Options D23,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C28,C28,C28,C28,Crude Oil Short-Term Options D28,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
HMW,HWA,HMW,HMW,MISO Michigan Hub 5 MW Peak Calendar-Month Day-Ahead Futures,Energy,Electricity,MISO,Monthly Peak,Futures,NYMEX,0,0
HMO,HOA,HMO,HMO,MISO Michigan Hub 5 MW Off-Peak Calendar-Month Day-Ahead Futures,Energy,Electricity,MISO,Monthly Off-Peak,Futures,NYMEX,0,0
WCZ,CWZ,WCZ,-,Wheat Dec-Dec CSO,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
STF,ATF,STF,STF,Singapore Gasoil 10 ppm (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,0,0
WDF,OWD,WDF,-,Short Dated New Crop Wheat Options,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
PTD,PTL,PTD,PTD,MISO Indiana Hub Real-Time Peak Calendar-Day 5 MW Futures,Energy,Electricity,MISO,Daily Peak,Futures,NYMEX,0,0
U31,U31,U31,U31,Natural Gas Short-Term Options D31,Energy,Natural Gas,-,Outrights,Options,NYMEX,0,0
CZ5,ZS5,CZ5,-,Soybean Weekly Options Wk 5,Agriculture,Grain And Oilseed,-,-,Options,CBT,78,0
WZ5,ZW5,WZ5,-,Wheat Weekly Options Wk 5,Agriculture,Grain And Oilseed,-,-,Options,CBT,301,0
MUL,MUL,MUL,MUL,Mini ULSD 10ppm Cargoes CIF NWE (Platts) vs. Gasoil (Euro Denominated) Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,0
RU2,6R2,6R2,-,Russian Ruble Weekly Options Wk 2,FX,Emerging Market,-,-,Options,CME,0,0
TY1,ZN5,TY5,-,10 Yr Note Weekly Options Wk 5,Interest Rate,US Treasury,-,-,Options,CBT,10030,0
TY3,ZF3,TY3,-,5 Yr Note Weekly Options Wk 3,Interest Rate,US Treasury,-,-,Options,CBT,0,0
SKV,SKV,SKV,-,US-UK Sovereign Yield Spread Futures,Interest Rate,Sovereign Yield Spreads,-,-,Futures,CME,0,0
GBR,GBR,GBR,GBR,Daily Gasoline Euro-bob Oxy NWE Barges (Argus) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
GEB,GEB,GEB,GEB,Gasoil 0.1% Cargoes CIF NWE (Platts) Crack Spread (1000mt) Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,0
GXB,GXB,GXB,GXB,European Gasoil Calendar (2 month) Spread Options,Energy,Refined Products,European,Spreads,Options,NYMEX,0,0
H0,-,H0,H0,Mini Handysize Timecharter Average (Baltic) Futures,Energy,Freight,Dry,-,Futures,NYMEX,0,0
Y4,AY4,Y4,Y4,NY 0.7% Fuel Oil (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
IT,IT,IT,IT,Transco Zone 6 Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
IU,IU,IU,IU,Sumas Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
J7,TJ7,-,-,"Texas Gas, Zone SL Natural Gas (Platts Gas Daily) Swing Futures",Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
JU,AJU,JU,JU,Gulf Coast Jet (Argus) Up-Down Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,0
K8,SK8,K8,K8,"Southern Natural, Louisiana Natural Gas (Platts Gas Daily) Swing Futures",Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
9A,9A,9A,9A,SoCal City-Gate Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
9T,A9T,9T,9T,NYISO Zone A Day-Ahead Peak Calendar-Month 5 MW Options,Energy,Electricity,NYISO,Monthly Peak,Options,NYMEX,0,0
A4,AA4,A4,A4,Argus LLS Trade Month Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
A9,AA9,A9,A9,Group Three Unleaded Gasoline (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
AES,AES,AES,AES,Argus Gasoline Eurobob Oxy Barges NWE Crack Spread (1000mt) BALMO Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,0
AOM,AQK,AOM,AOM,Alberta Power Pool Calendar Month Futures,Energy,Electricity,Canadian,Flats,Futures,NYMEX,0,0
AW,AAW,AW,AW,Gulf Coast Unl 87 (Argus) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
CBB,CBB,CBB,CBB,Conway Normal Butane (OPIS) BALMO Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,0,0
CBC,CBC,CBC,CBC,Gulf Coast CBOB Gasoline A1 (Platts) Crack Spread Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,0,0
CGB,CGB,CGB,CGB,Conway Natural Gasoline (OPIS) BALMO Futures,Energy,Petrochemicals,NGL,Financial,Futures,NYMEX,0,0
CRG,CRG,CRG,CRG,Gulf Coast CBOB Gasoline A2 (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
DMP,DMB,DMP,DMP,Dow Jones Mead/Marketplace Electricity Price Index 5 MW Peak Futures,Energy,Electricity,Western Power,Monthly Peak,Futures,NYMEX,0,0
DNB,DNB,DNB,DNB,Singapore Mogas 92 Unleaded (Platts) vs. DME Oman Crude Oil Swap Futures,Energy,Refined Products,Asian,Crack Spreads,Futures,NYMEX,0,0
7P,7P,7P,7P,EuroBob Gasoline 10 ppm Barges FOB Rdam (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
39,39,39,39,Argus WTI Formula Basis Calendar Month Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
6F,A6F,6F,6F,Crude Oil Calendar Strip Options,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
KU,ZKU,KU,KU,Singapore Naphtha (Platts) BALMO Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,0,0
L2,L2,L2,L2,"Columbia Gulf, Mainline Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
LJ,AJJ,LJ,LJ,MISO Minnesota Hub Off-Peak Calendar-Month LMP Futures,Energy,Electricity,MISO,Monthly Off-Peak,Futures,NYMEX,0,0
LL,LL,LL,LL,Los Angeles Jet (OPIS) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
DOB,DOB,DOB,DOB,DME Oman Crude Oil BALMO Swap Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
W0,W0,W0,W0,Singapore Mogas 95 Unleaded (Platts) BALMO Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,0,0
W5,W5,W5,W5,Tennessee 800 Leg Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
WE,WE,WE,WE,Ethanol T1 FOB Rdam Excluding Duty (Argus) Futures,Energy,Ethanol,European,Outrights,Futures,NYMEX,0,0
WT,WT,WT,WT,Gasoil 0.1 Cargoes FOB NWE (Platts) vs. Gasoil Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,0
X0,X0,X0,X0,Singapore Mogas 97 Unleaded (Platts) Futures,Energy,Refined Products,Asian,Outrights,Futures,NYMEX,0,0
X5,X5,X5,X5,"Florida Gas, Zone 2 Natural Gas (Platts Gas Daily) Swing Futures",Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
Y9,Y9,Y9,Y9,"Texas Gas, Zone 1 Natural Gas (Platts Gas Daily) Swing Futures",Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
OFD,OOD,OFD,OFD,Ontario Off-Peak Calendar-Day Futures,Energy,Electricity,Canadian,Daily Off-Peak,Futures,NYMEX,0,0
GP,AGP,GP,GP,Gulf Coast Heating Oil (Platts) Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
JKM,JKM,JKM,JKM,LNG Japan/Korea Marker (Platts) Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
1E,1E,1E,1E,RBOB Gasoline Crack Spread BALMO Futures,Energy,Refined Products,North American,Crack Spreads,Futures,NYMEX,0,0
26,26,-,26,Crude Oil Last Day Financial Futures,Energy,Crude Oil,-,Outrights,Futures,NYMEX,0,0
2Q,-,2Q,2Q,ERCOT South 345 kV Hub 50 MW Peak Futures,Energy,Electricity,ERCOT,Monthly Peak,Futures,NYMEX,0,0
3M,A3M,3M,3M,Mont Belvieu Physical Normal Butane (OPIS) Futures,Energy,Petrochemicals,NGL,Physical,Futures,NYMEX,0,0
5U,A5U,5U,5U,NY Jet Fuel (Argus) vs. NY Harbor ULSD Heating Oil Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,0
6V,A6V,6V,6V,Gasoil 0.1 Barges FOB Rdam (Platts) vs. Gasoil BALMO Futures,Energy,Refined Products,European,Spreads,Futures,NYMEX,0,0
STV,STV,STV,-,US-It Sovereign Yield Spread Futures,Interest Rate,Sovereign Yield Spreads,-,-,Futures,CME,0,0
WZ2,ZW2,WZ2,-,Wheat Weekly Options Wk 2,Agriculture,Grain And Oilseed,-,-,Options,CBT,0,0
1Y,-,1Y,1Y,CAISO NP15 EZ Gen Hub 5 MW Peak Calendar-Month Real-Time LMP Futures,Energy,Electricity,Western Power,Monthly Peak,Futures,NYMEX,0,0
J3,J3,-,J3,Transco Zone 4 Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
C6,C6,C6,C6,Questar Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
CAO,CAO,-,CAO,California Carbon Allowance (CCA) Options,Energy,Emissions,-,CA,Options,NYMEX,0,0
TZI,TZI,-,TZI,Transco Zone 6 Non-N.Y. Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
WFS,WFS,-,WFS,Waha Natural Gas (Platts IFERC) Fixed Price Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
XR,XR,XR,XR,Rockies Natural Gas (Platts IFERC) Fixed Price Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
TZ5,TZ5,-,TZ5,Transco Zone 5 Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
TZS,TZS,-,TZS,Transco Zone 6 Non-N.Y. Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
TZ6,TZ6,-,TZ6,Transco Zone 6 Non-N.Y. Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
PFS,PFS,-,PFS,Permian Natural Gas (Platts IFERC) Fixed Price Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
LSF,-,-,LSF,Cleared OTC London Silver Forward (Cash Margin),Metals,Precious,-,-,Futures,NYMEX,0,0
NFS,NFS,-,NFS,NGPL Mid-Con Natural Gas (Platts IFERC) Fixed Price Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
MFS,MFS,-,MFS,MichCon Natural Gas (Platts IFERC) Fixed Price Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
HHS,HHS,-,HHS,Henry Hub Natural Gas (Platts IFERC) Fixed Price Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
DSF,DSF,-,DSF,"Dominion, South Point Natural Gas (Platts IFERC) Fixed Price Futures",Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
CFS,CFS,-,CFS,Columbia Gas TCO (Platts IFERC) Fixed Price Futures,Energy,Natural Gas,-,Outrights,Futures,NYMEX,0,0
PWP,WPL,-,PWP,PJM Western Hub Day-Ahead Peak Calendar-Day 2.5 MW Futures,Energy,Electricity,PJM,Daily Peak,Futures,NYMEX,0,0
WOR,WOL,-,WOR,PJM Western Hub Real-Time Off-Peak Calendar-Day 2.5 MW Futures,Energy,Electricity,PJM,Daily Off-Peak,Futures,NYMEX,0,0
ZGO,ZGL,-,ZGO,NYISO Zone G Day-Ahead Off-Peak Calendar-Day 2.5 MW Futures,Energy,Electricity,PJM,Daily Off-Peak,Futures,NYMEX,0,0
RMY,RMY,RMY,RMY,Chinese Renminbi/Yen Futures,FX,Emerging Market,-,-,Futures,CME,0,0
L17,L17,L17,-,Gold Short-Term Options D17,Metals,Precious,-,-,Options,COMEX,0,0
QN4,QN4,QN4,-,E-Mini NASDAQ 100 Weekly Options Wk 4,Equities,US Index,-,-,Options,CME,0,0
C17,C17,C17,C17,Crude Oil Short-Term Options D17,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
T7,T7,T7,T7,Tennessee 500 Leg Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
OJ,AOJ,OJ,OJ,MISO Illinois Hub Off-Peak Calendar-Month LMP Futures,Energy,Electricity,MISO,Monthly Off-Peak,Futures,NYMEX,0,0
Q1,Q1,Q1,Q1,Columbia Gas TCO (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
Q7,Q7,Q7,Q7,NGPL STX Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
RH,ARY,RH,RH,RBOB Gasoline vs. NY Harbor ULSD Heating Oil Futures,Energy,Refined Products,North American,Spreads,Futures,NYMEX,0,0
C21,C21,C21,C21,Crude Oil Short-Term Options D21,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
C29,C29,C29,C29,Crude Oil Short-Term Options D29,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
U03,U03,U03,U03,Natural Gas Short-Term Options D03,Energy,Natural Gas,-,Outrights,Options,NYMEX,0,0
U07,U07,U07,U07,Natural Gas Short-Term Options D07,Energy,Natural Gas,-,Outrights,Options,NYMEX,0,0
U12,U12,U12,U12,Natural Gas Short-Term Options D12,Energy,Natural Gas,-,Outrights,Options,NYMEX,0,0
2G,2G,2G,2G,Premium Unleaded Gasoline 10 ppm CIF MED (Platts) Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
PJN,AJN,PJN,PJN,PJM Northern Illinois Hub Real-Time Peak Calendar-Month 2.5 MW Options,Energy,Electricity,PJM,Monthly Peak,Options,NYMEX,0,0
PJH,JHA,PJH,PJH,PJM Northern Illinois Hub Peak 50 MW Calendar-Month LMP Swap (European) Options,Energy,Electricity,PJM,Monthly Peak,Options,NYMEX,0,0
PJD,JDA,PJD,PJD,PJM AEP Dayton Hub Real-Time Peak Calendar-Month 2.5 MW Options,Energy,Electricity,PJM,Monthly Peak,Options,NYMEX,0,0
PJP,AJI,PJP,PJP,PJM AEP Dayton Hub Peak 50 MW Calendar-Month LMP Options,Energy,Electricity,PJM,Monthly Peak,Options,NYMEX,0,0
ZM,AZM,ZM,ZM,RBOB Gasoline 3 Month Calendar Spread Options,Energy,Refined Products,North American,Spreads,Options,NYMEX,0,0
4X,-,4X,4X,CAISO NP15 EZ Gen Hub 5 MW Peak Calendar-Month Day-Ahead LMP Futures,Energy,Electricity,Western Power,Monthly Peak,Futures,NYMEX,0,0
M9,M9,M9,M9,"Texas Eastern, ELA Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
DOA,DOA,DOA,DOA,DME Oman Crude Oil Average Price Option Options,Energy,Crude Oil,-,Outrights,Options,NYMEX,0,0
WCO,WCO,WCO,WCO,Western Canadian Select (WCS) Crude Oil Option,Energy,Crude Oil,-,Physical,Options,NYMEX,0,0
8B,8BN,-,8B,"Texas Eastern, WLA Natural Gas (Platts IFERC) Basis Futures",Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
9F,9FN,-,9F,"Texas Gas, Zone 1 Natural Gas (Platts IFERC) Basis Futures",Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
ND,NDN,-,ND,"ANR, Louisiana Natural Gas (Platts IFERC) Basis Futures",Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
NM,NM,-,NM,Tennessee 500 Leg Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
NU,NUN,-,NU,"Trunkline, Louisiana Natural Gas (Platts IFERC) Basis Futures",Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
TE,TEL,-,TE,TETCO ELA Natural Gas (Platts IFERC) Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
RQA,RQA,RQA,RQA,Coal (API 2) fob Richards Bay (Argus/McCloskey) Quarterly Option,Energy,Coal,-,-,Options,NYMEX,0,0
RLA,RLA,RLA,RLA,Coal (API 2) fob Richards Bay (Argus/McCloskey) Calendar Option,Energy,Coal,-,-,Options,NYMEX,0,0
PPE,PPE,-,PPE,Pine Prairie Energy Center (PPEC) Physically Delivered Natural Gas Monthly Basis Futures,Energy,Natural Gas,-,Basis,Futures,NYMEX,0,0
U17,U17,U17,U17,Natural Gas Short-Term Options D17,Energy,Natural Gas,-,Outrights,Options,NYMEX,0,0
U28,U28,U28,U28,Natural Gas Short-Term Options D28,Energy,Natural Gas,-,Outrights,Options,NYMEX,0,0
GRC,GRC,GRC,GRC,Gasoil 50 ppm Barges FOB Rdam (Platts) Crack Spread (1000mt) Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,0
CSF,-,CSF,CSF,Mini Capesize Timecharter Average (Baltic) Futures,Energy,Freight,Dry,-,Futures,NYMEX,0,0
C9,C9,C9,C9,"Southern Star, Tx.-Okla.-Kan. Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures",Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
EHW,EAE,EHW,EHW,ERCOT Houston 345 kV Hub Day-Ahead 5 MW Off-Peak Calendar-Day Futures,Energy,Electricity,ERCOT,Daily Off-Peak,Futures,NYMEX,0,0
EBF,EBE,EBF,EBF,1% Fuel Oil Barges FOB Rdam (Platts) vs. 1% Fuel Oil Cargoes FOB NWE (Platts) BALMO Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,0
MGG,MGG,MGG,MGG,Mini Gasoil 0.1 Cargoes CIF NWE (Platts) vs. Gasoil (Euro Denominated) Futures,Energy,Refined Products,European,Crack Spreads,Futures,NYMEX,0,0
EM,-,EM,-,1 Month Eurodollar Options,Interest Rate,Stirs,-,-,Options,CME,0,0
B1,B1,B1,B1,ULSD 10ppm Cargoes CIF NWE (Platts) BALMO Futures,Energy,Refined Products,European,Outrights,Futures,NYMEX,0,0
XAK,XAK,XAK,-,E-mini Technology Sector Futures,Equities,Select Sector Index,-,-,Futures,CME,0,0
NYT,NYT,NYT,Y4,NY 3.0% Fuel Oil (Platts) BALMO Futures,Energy,Refined Products,North American,Outrights,Futures,NYMEX,0,0
1Z,-,-,-,New Zealand Dollar Weekly Options Wk 1,FX,G10,-,-,Options,CME,0,0
IW,NIW,IW,IW,NGPL Mid-Con Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
VX,VXN,VX,VX,CenterPoint Natural Gas (Platts Gas Daily) Swing Futures,Energy,Natural Gas,-,Swing,Futures,NYMEX,0,0
XAP,XAP,XAP,-,E-mini Consumer Staples Sector Futures,Equities,Select Sector Index,-,-,Futures,CME,0,0
I1,AI1,I1,I1,ERCOT Houston 345 kV Hub 5 MW Peak Futures,Energy,Electricity,ERCOT,Monthly Peak,Futures,NYMEX,0,0
IF,IF,IF,IF,SoCal Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures,Energy,Natural Gas,-,Index,Futures,NYMEX,0,0
